,lat,category,name,transactions,reviews,rating,price_scale,Distance_from_Bike_Station
910,-122.6454261,Sandwiches,Devil's Dill Sandwich Shop,"['delivery', 'pickup']",373,4.5,1,222
911,-122.6454261,Bakeries,Farina Bakery,"['delivery', 'pickup']",141,4.5,1,88
912,-122.6454261,Thai,Rukdiew Cafe,"['delivery', 'pickup']",111,4.5,2,654
913,-122.6454261,Bakeries,Grand Central Bakery,['delivery'],246,4.5,1,222
914,-122.6454261,Sri Lankan,Mirisata,"['delivery', 'pickup']",138,4.5,2,560
915,-122.6454261,Thai,Pad Thai Kitchen,"['delivery', 'pickup']",527,4.0,2,556
916,-122.6454261,Vegan,Fermenter,['delivery'],80,4.5,2,674
917,-122.6454261,Coffee & Tea,Oui Presse,['delivery'],165,4.5,1,180
918,-122.6454261,American (Traditional),McMenamins Barley Mill Pub,['delivery'],121,3.5,2,263
919,-122.6454261,Breakfast & Brunch,The Mont,"['delivery', 'pickup']",68,4.5,2,589
920,-122.6454261,Pizza,Rovente Pizzeria,['delivery'],156,4.0,1,306
921,-122.6454261,Pizza,HOTLIPS Pizza - Hawthorne,"['delivery', 'pickup']",187,3.5,1,180
922,-122.6454261,Food Trucks,La Morenita,['delivery'],65,4.5,1,1016
923,-122.6454261,Mexican,Taco King Mexican Grill,[],20,3.5,1,99
924,-122.6966717,Italian,Fillmore Trattoria,"['pickup', 'delivery']",153,4.5,2,567
925,-122.6966717,Brewpubs,Hammer & Stitch Brewing Company,"['pickup', 'delivery']",71,4.5,2,471
926,-122.6966717,Coffee & Tea,Electrica Coffee,[],10,5.0,2,52
927,-122.6966717,Street Vendors,Angel's Taqueria,['delivery'],38,4.5,1,399
928,-122.6966717,Coffee & Tea,Dutch Bros Coffee,['delivery'],45,4.0,1,410
929,-122.6966717,Burgers,Jack in the Box,['delivery'],42,2.0,1,456
930,-122.6362449,Cuban,Pambiche,['delivery'],1610,4.0,2,56
931,-122.6362449,German,Stammtisch,"['delivery', 'pickup']",501,4.5,2,109
932,-122.6362449,Italian,Montelupo Italian Market,"['delivery', 'pickup']",162,4.0,2,108
933,-122.6362449,Southern,Screen Door Eastside,"['delivery', 'pickup']",8257,4.5,2,566
934,-122.6362449,Mexican,Güero,['delivery'],629,4.5,2,228
935,-122.6362449,Latin American,Epif,['delivery'],150,4.5,2,86
936,-122.6362449,Mexican,Pollo Norte,"['delivery', 'pickup']",192,4.0,2,93
937,-122.6362449,Pizza,Dove Vivi,"['delivery', 'pickup']",573,4.0,2,105
938,-122.6362449,Music Venues,Laurelthirst Public House,['delivery'],130,4.0,1,125
939,-122.6362449,American (New),Basilisk,['delivery'],564,4.5,2,330
940,-122.6362449,Cheese Shops,Cheese & Crack Snack Shop,['delivery'],511,4.5,2,449
941,-122.6362449,American (Traditional),Ankeny Tap & Table,"['delivery', 'pickup']",194,4.5,2,507
942,-122.6362449,Korean,Han Oak,['delivery'],314,4.0,4,432
943,-122.6362449,Vietnamese,Friendship Kitchen,[],152,4.5,2,431
944,-122.6362449,Thai,Paadee,['delivery'],555,4.0,2,416
945,-122.6362449,Steakhouses,Laurelhurst Market,['delivery'],1288,4.0,3,489
946,-122.6362449,Desserts,Missionary Chocolates,['delivery'],138,5.0,2,128
947,-122.6362449,Diners,City State Diner & Bakery,['delivery'],576,4.0,2,270
948,-122.6362449,Middle Eastern,Tusk,['delivery'],541,4.0,2,535
949,-122.6362449,American (New),The Slide Inn,"['delivery', 'pickup']",448,4.0,2,652
950,-122.6427104,Southern,Pine State Biscuits,"['pickup', 'delivery']",4045,4.5,2,6
951,-122.6427104,Filipino,Grind Wit Tryz,"['pickup', 'delivery']",408,4.5,2,132
952,-122.6427104,Lounges,The Knock Back,['delivery'],192,4.5,2,91
953,-122.6427104,Coffee & Tea,Proud Mary Coffee,"['pickup', 'delivery']",752,4.5,2,136
954,-122.6427104,Indian,Bollywood Theater,['pickup'],1029,4.0,2,106
955,-122.6427104,Ice Cream & Frozen Yogurt,Salt & Straw,"['pickup', 'delivery']",1872,4.5,2,114
956,-122.6427104,Pizza,Via Chicago,"['pickup', 'delivery']",365,4.0,2,140
957,-122.6427104,Tacos,El Nutri-Taco,"['pickup', 'delivery']",298,4.0,1,51
958,-122.6427104,Thai,Hat Yai,['delivery'],649,4.5,2,638
959,-122.6427104,Bakeries,Petite Provence,"['pickup', 'delivery']",1394,4.5,2,271
960,-122.6427104,Cafes,Just Bob.,['delivery'],167,4.5,1,151
961,-122.6427104,Italian,Gumba,"['pickup', 'delivery']",431,4.5,2,351
962,-122.6427104,Mexican,RJ Skillets,"['pickup', 'delivery']",107,5.0,2,269
963,-122.6427104,Barbeque,Podnah's Pit Barbecue,"['pickup', 'delivery']",1559,4.0,2,614
964,-122.6427104,Mediterranean,The Hilt,"['pickup', 'delivery']",186,3.5,1,189
965,-122.6427104,Burgers,Little Big Burger,"['pickup', 'delivery']",197,3.5,1,136
966,-122.6427104,Mexican,La Taq,"['pickup', 'delivery']",234,4.0,2,616
967,-122.6427104,Chinese,Yang‘s Noodle,"['pickup', 'delivery']",192,4.0,2,440
968,-122.6427104,Sushi Bars,Zilla Sake,['delivery'],306,4.0,2,305
969,-122.6427104,Wine Bars,Les Caves: A Winery Bar,[],78,4.5,3,368
970,-122.6407517,Lounges,The Knock Back,['delivery'],192,4.5,2,66
971,-122.6407517,Southern,Pine State Biscuits,"['pickup', 'delivery']",4045,4.5,2,155
972,-122.6407517,Mexican,RJ Skillets,"['pickup', 'delivery']",107,5.0,2,117
973,-122.6407517,Filipino,Grind Wit Tryz,"['pickup', 'delivery']",408,4.5,2,284
974,-122.6407517,Cafes,Just Bob.,['delivery'],167,4.5,1,8
975,-122.6407517,Coffee & Tea,Proud Mary Coffee,"['pickup', 'delivery']",752,4.5,2,288
976,-122.6407517,Ice Cream & Frozen Yogurt,Salt & Straw,"['pickup', 'delivery']",1872,4.5,2,264
977,-122.6407517,Bakeries,Petite Provence,"['pickup', 'delivery']",1394,4.5,2,424
978,-122.6407517,Wine Bars,Dame,"['pickup', 'delivery']",181,4.5,3,578
979,-122.6407517,Indian,Bollywood Theater,['pickup'],1029,4.0,2,257
980,-122.6407517,American (Traditional),Wilder,['delivery'],194,4.5,2,599
981,-122.6407517,Middle Eastern,DarSalam,"['pickup', 'delivery']",492,4.5,2,419
982,-122.6407517,Thai,Mae Ploy Thai Cuisine,"['pickup', 'delivery']",117,4.0,2,122
983,-122.6407517,Tacos,El Nutri-Taco,"['pickup', 'delivery']",298,4.0,1,201
984,-122.6407517,Bars,Alleyway Cafe & Bar,[],112,3.0,1,18
985,-122.6407517,Pizza,Via Chicago,"['pickup', 'delivery']",365,4.0,2,292
986,-122.6407517,Thai,Thai Noon Restaurant,['delivery'],305,3.5,2,193
987,-122.6407517,Cocktail Bars,Expatriate,['delivery'],290,4.0,2,585
988,-122.6407517,Latin American,Teote Mezcalería,"['pickup', 'delivery']",97,3.5,3,254
989,-122.6407517,Ethiopian,Abyssinian Kitchen,['delivery'],178,4.5,2,447
990,-122.6636343,Breakfast & Brunch,Pine State Biscuits,"['pickup', 'delivery']",722,4.0,2,44
991,-122.6636343,Steakhouses,Ox,['delivery'],1201,4.5,3,445
992,-122.6636343,Bakeries,Gluten Free Gem,['delivery'],170,4.5,1,74
993,-122.6636343,Noodles,Wheat Bay,"['pickup', 'delivery']",42,4.5,2,354
994,-122.6636343,Mediterranean,Shawarma Express,"['pickup', 'delivery']",58,4.5,1,261
995,-122.6636343,Coffee & Tea,Tiny's Coffee - North East,['delivery'],129,4.0,2,267
996,-122.6636343,Mexican,Chipotle Mexican Grill,"['pickup', 'delivery']",169,3.0,1,442
997,-122.6636343,Pizza,Pizza Schmizza Pub & Grub,['delivery'],99,2.5,1,377
998,-122.6636343,Pizza,Sparky's Pizza,"['pickup', 'delivery']",102,3.5,1,527
999,-122.6636343,Mexican,Habaneros Mexican Food,"['pickup', 'delivery']",191,2.5,1,428
1000,-122.6636343,Burgers,Red Robin Gourmet Burgers and Brews,"['pickup', 'delivery']",225,2.5,2,521
1001,-122.6636343,Coffee & Tea,Starbucks,['delivery'],27,3.5,1,229
1002,-122.6636343,Coffee & Tea,Starbucks,['delivery'],24,3.5,1,230
1003,-122.6636343,Bars,BLVD Kitchen & Bar,['delivery'],16,3.0,2,375
1004,-122.6636343,Cocktail Bars,Whey Bar,['delivery'],4,5.0,2,445
1005,-122.6636343,Japanese,Mashita Teriyaki,"['pickup', 'delivery']",59,3.5,1,360
1006,-122.6636343,Dive Bars,Billy Ray's,['delivery'],76,3.5,1,415
1007,-122.6636343,American (New),Charley's On Grand,[],10,3.5,2,375
1008,-122.6636343,Fast Food,Taco Bell,['delivery'],97,2.0,1,453
1009,-122.6636343,Fast Food,McDonald's,['delivery'],93,1.5,1,304
1010,-122.6820369,Tapas/Small Plates,Pollo Bravo,"['delivery', 'pickup']",186,4.5,2,194
1011,-122.6820369,Bubble Tea,Auntea Ha,"['delivery', 'pickup']",82,5.0,2,67
1012,-122.6820369,Venues & Event Spaces,Backyard Social,['delivery'],107,4.5,2,377
1013,-122.6820369,Breakfast & Brunch,Bad Habit Room,"['delivery', 'pickup']",182,4.5,2,381
1014,-122.6820369,Coffee & Tea,La Perlita,['delivery'],246,5.0,1,183
1015,-122.6820369,Bars,Haymaker,"['delivery', 'pickup']",86,4.5,2,187
1016,-122.6820369,Ethiopian,E'Njoni Cafe,"['delivery', 'pickup']",346,4.0,2,453
1017,-122.6820369,Mexican,Gonzalez Taqueria,['delivery'],58,4.5,1,110
1018,-122.6820369,Sports Bars,George's Corner Tavern,['delivery'],109,4.0,2,103
1019,-122.6820369,"Beer, Wine & Spirits",Saraveza,"['delivery', 'pickup']",300,4.0,2,384
1020,-122.6820369,American (Traditional),Tulip Shop Tavern,['delivery'],95,4.0,2,509
1021,-122.6820369,Sports Bars,Satellite Tavern,['delivery'],56,3.5,2,224
1022,-122.6820369,Coffee & Tea,red e café - coffee roasters,[],140,4.0,1,385
1023,-122.6820369,Pizza,Atomic Pizza,['delivery'],55,3.5,1,411
1024,-122.6820369,Mexican,Los Gorditos Norte,['delivery'],93,3.5,1,460
1025,-122.6820369,Mexican,Taqueria El Tarasco,['delivery'],28,4.0,1,355
1026,-122.6820369,Ice Cream & Frozen Yogurt,Portland Ice Cream Company,['delivery'],25,3.0,2,216
1027,-122.6820369,Bars,Killingsworth Dynasty,['delivery'],18,4.0,2,491
1028,-122.6820369,Ethiopian,Meskel Market,[],6,4.0,1,498
1029,-122.6719048,Lebanese,Al Hawr,"['delivery', 'pickup', 'restaurant_reservation']",326,4.5,2,420
1030,-122.6719048,Pubs,The Growler Guys,['delivery'],83,4.5,2,201
1031,-122.6719048,Coffee & Tea,Oracle Coffee Company,['delivery'],145,4.5,1,123
1032,-122.6719048,Thai,Siam Umami,"['delivery', 'pickup', 'restaurant_reservation']",54,5.0,2,400
1033,-122.6719048,Pizza,Sweet Heart Pizza,"['delivery', 'pickup']",116,4.0,2,228
1034,-122.6719048,Italian,The Old Spaghetti Factory,['delivery'],453,3.0,2,223
1035,-122.6719048,Wine Bars,Frank Wine Bar,[],66,4.5,2,239
1036,-122.6719048,Donuts,Blue Star Donuts,[],149,4.0,1,249
1037,-122.6719048,Thai,Sutisa Thai Food,"['delivery', 'pickup']",31,4.5,1,122
1038,-122.6719048,Vietnamese,Bambuza Vietnam Kitchen - Portland,"['delivery', 'pickup']",254,3.5,2,304
1039,-122.6719048,Cafes,Ross Island Grocery & Cafe,"['delivery', 'pickup']",120,4.0,1,493
1040,-122.6719048,Coffee & Tea,Ovation Coffee & Tea,['delivery'],37,4.5,2,203
1041,-122.6719048,Delis,Urbana Market,[],26,4.0,1,405
1042,-122.6719048,Sandwiches,Subway,"['delivery', 'pickup']",43,2.5,1,278
1043,-122.6719048,Cafes,River Forum Cafe,[],14,4.0,1,359
1044,-122.6719048,Desserts,Dolce Vita Bistro,[],19,3.0,1,368
1045,-122.659741,American (New),Metropolitan Tavern,[],95,3.5,2,149
1046,-122.659741,Vegan,Black Water,"['pickup', 'delivery']",273,4.5,2,481
1047,-122.659741,Cafes,J Café,"['pickup', 'delivery']",341,4.5,1,145
1048,-122.659741,Bakeries,Citizen Baker,['delivery'],102,3.5,2,126
1049,-122.659741,Breakfast & Brunch,Pine State Biscuits,"['pickup', 'delivery']",722,4.0,2,596
1050,-122.659741,Noodles,Wheat Bay,"['pickup', 'delivery']",42,4.5,2,354
1051,-122.659741,Cajun/Creole,Captain’s Choice Cajun Seafood,['restaurant_reservation'],38,4.5,3,472
1052,-122.659741,Burgers,Red Robin Gourmet Burgers and Brews,"['pickup', 'delivery']",225,2.5,2,106
1053,-122.659741,Coffee & Tea,Green Bridge Coffee,[],35,5.0,1,204
1054,-122.659741,Chinese,Frank's Noodle House,"['pickup', 'delivery']",1221,3.5,2,434
1055,-122.659741,Breakfast & Brunch,Denny's,"['pickup', 'delivery']",155,2.5,2,109
1056,-122.659741,Bakeries,Gluten Free Gem,['delivery'],170,4.5,1,508
1057,-122.659741,Burgers,Burgerville,['delivery'],290,3.0,1,182
1058,-122.659741,Salad,Café Yumm!,"['pickup', 'delivery']",92,3.0,1,173
1059,-122.659741,Lounges,Gather Food & Drink,['delivery'],83,3.5,2,334
1060,-122.659741,Bars,BLVD Kitchen & Bar,['delivery'],16,3.0,2,178
1061,-122.659741,Mexican,Chipotle Mexican Grill,"['pickup', 'delivery']",169,3.0,1,315
1062,-122.659741,Restaurants,Cafe 700,['delivery'],6,4.5,1,136
1063,-122.659741,American (New),Charley's On Grand,[],10,3.5,2,178
1064,-122.659741,Pizza,Pizza Schmizza Pub & Grub,['delivery'],99,2.5,1,390
1065,-122.6574612,American (New),Metropolitan Tavern,[],95,3.5,2,299
1066,-122.6574612,Sushi Bars,Bluefin Tuna & Sushi,"['delivery', 'pickup']",219,4.5,2,616
1067,-122.6574612,Vegan,Black Water,"['delivery', 'pickup']",273,4.5,2,431
1068,-122.6574612,Lounges,Gather Food & Drink,['delivery'],83,3.5,2,164
1069,-122.6574612,Sandwiches,Petisco,['delivery'],389,4.5,2,653
1070,-122.6574612,Noodles,Wheat Bay,"['delivery', 'pickup']",42,4.5,2,386
1071,-122.6574612,Cajun/Creole,Captain’s Choice Cajun Seafood,['restaurant_reservation'],38,4.5,3,387
1072,-122.6574612,Chinese,Frank's Noodle House,"['delivery', 'pickup']",1221,3.5,2,385
1073,-122.6574612,American (Traditional),Milo's City Cafe,"['delivery', 'pickup']",481,4.0,2,620
1074,-122.6574612,Cafes,J Café,"['delivery', 'pickup']",341,4.5,1,247
1075,-122.6574612,Coffee & Tea,Green Bridge Coffee,[],35,5.0,1,234
1076,-122.6574612,Salad,Café Yumm!,"['delivery', 'pickup']",92,3.0,1,139
1077,-122.6574612,Sandwiches,Taste Tickler,"['delivery', 'pickup']",380,4.5,1,636
1078,-122.6574612,Restaurants,Cafe 700,['delivery'],6,4.5,1,76
1079,-122.6574612,Bakeries,Citizen Baker,['delivery'],102,3.5,2,278
1080,-122.6574612,Burgers,Burgerville,['delivery'],290,3.0,1,355
1081,-122.6574612,Bubble Tea,Braganza Tea,"['delivery', 'pickup']",55,4.5,1,362
1082,-122.6574612,Mexican,Chipotle Mexican Grill,"['delivery', 'pickup']",169,3.0,1,310
1083,-122.6574612,Breakfast & Brunch,Denny's,"['delivery', 'pickup']",155,2.5,2,275
1084,-122.6574612,Burgers,Red Robin Gourmet Burgers and Brews,"['delivery', 'pickup']",225,2.5,2,282
1085,-122.6603794,Vegan,The Bye and Bye,['delivery'],914,4.0,2,515
1086,-122.6603794,American (Traditional),Shine Distillery & Grill,"['delivery', 'pickup']",130,4.5,2,517
1087,-122.6603794,American (New),Radio Room,['delivery'],769,3.5,2,568
1088,-122.6603794,Chicken Wings,Alberta Street Market,['delivery'],107,4.5,1,437
1089,-122.6603794,Beer Bar,Alberta Street Pub,"['delivery', 'pickup']",161,4.0,2,522
1090,-122.6603794,Acai Bowls,Carioca Bowls,"['delivery', 'pickup']",244,4.5,2,411
1091,-122.6603794,Breweries,Old Town Brewing Co,[],135,4.0,2,476
1092,-122.6603794,Noodles,XLB,['delivery'],469,3.5,2,600
1093,-122.6603794,Comfort Food,Kee's Loaded Kitchen,['delivery'],133,4.5,2,339
1094,-122.6603794,Ethiopian,Bole Restaurant,['delivery'],155,4.5,2,447
1095,-122.6603794,Lounges,Vendetta,['delivery'],132,3.5,2,518
1096,-122.6603794,Fast Food,Pizza Hut,"['delivery', 'pickup']",70,2.0,1,341
1097,-122.6603794,Convenience Stores,7-Eleven,[],3,1.0,1,453
1098,-122.6497686,Donuts,Voodoo Doughnut,"['pickup', 'delivery']",2187,4.0,2,55
1099,-122.6497686,Chicken Wings,Fire On the Mountain,[],1235,4.0,2,215
1100,-122.6497686,Seafood,NORMANDIE,['delivery'],216,4.5,3,495
1101,-122.6497686,Wine Bars,Noble Rot,['delivery'],688,4.0,2,403
1102,-122.6497686,Breakfast & Brunch,EastBurn Public House,"['pickup', 'restaurant_reservation', 'delivery']",840,4.0,2,268
1103,-122.6497686,Coffee & Tea,See See Motor Coffee Co,['delivery'],152,4.5,2,82
1104,-122.6497686,Italian,Luce,['delivery'],324,4.0,2,512
1105,-122.6497686,Thai,Lemongrass,['delivery'],194,4.0,2,134
1106,-122.6497686,Delis,Sammich,"['pickup', 'delivery']",225,4.5,2,486
1107,-122.6497686,Mexican,Ole Ole,"['pickup', 'delivery']",341,4.0,1,486
1108,-122.6497686,Greek,Mad Greek Deli,"['pickup', 'delivery']",245,3.5,1,252
1109,-122.6497686,Dive Bars,The Sandy Hut,"['pickup', 'delivery']",166,4.0,1,111
1110,-122.6497686,Bars,Hungry Tiger,['delivery'],477,3.5,1,471
1111,-122.6497686,American (Traditional),Blue Diamond,['delivery'],51,4.0,1,400
1112,-122.6497686,Vietnamese,Pho Gia,"['pickup', 'delivery']",320,3.5,1,308
1113,-122.6497686,Sports Bars,Jackie’s,[],55,3.5,2,609
1114,-122.6497686,Bagels,Henry Higgins Boiled Bagels,"['pickup', 'delivery']",144,4.0,1,361
1115,-122.6497686,Coffee & Tea,Triumph Coffee,"['pickup', 'delivery']",108,4.0,1,459
1116,-122.6497686,Bakeries,Franz Bakery Outlet Store,['delivery'],11,4.0,1,401
1117,-122.6497686,Italian,Michael's Italian Beef & Sausage,['delivery'],233,3.5,1,418
1118,-122.6434118,Southern,Screen Door Eastside,"['delivery', 'pickup']",8257,4.5,2,139
1119,-122.6434118,Italian,Luce,['delivery'],324,4.0,2,30
1120,-122.6434118,Seafood,Davenport,['delivery'],162,4.0,3,23
1121,-122.6434118,Mexican,Ole Ole,"['delivery', 'pickup']",341,4.0,1,37
1122,-122.6434118,Middle Eastern,Tusk,['delivery'],541,4.0,2,231
1123,-122.6434118,Cafes,Heart Roasters,['delivery'],437,4.0,1,22
1124,-122.6434118,Desserts,Soro Soro Coffee & Dessert,"['delivery', 'pickup']",325,4.5,2,84
1125,-122.6434118,Delis,Sammich,"['delivery', 'pickup']",225,4.5,2,37
1126,-122.6434118,Tapas/Small Plates,Bar Vivant,['delivery'],27,3.5,2,50
1127,-122.6434118,American (New),The Slide Inn,"['delivery', 'pickup']",448,4.0,2,176
1128,-122.6434118,Desserts,Pix Patisserie,[],767,4.0,2,50
1129,-122.6434118,German,Stammtisch,"['delivery', 'pickup']",501,4.5,2,569
1130,-122.6434118,Coffee Roasteries,Kopi Coffee House,['delivery'],297,4.5,2,128
1131,-122.6434118,Breakfast & Brunch,EastBurn Public House,"['delivery', 'restaurant_reservation', 'pickup']",840,4.0,2,305
1132,-122.6434118,Pizza,Ken's Artisan Pizza,['delivery'],841,4.5,2,552
1133,-122.6434118,Hawaiian,Ate-Oh-Ate,"['delivery', 'pickup']",569,4.0,2,247
1134,-122.6434118,Mexican,Güero,['delivery'],629,4.5,2,524
1135,-122.6434118,Chicken Wings,Fire On the Mountain,[],1235,4.0,2,380
1136,-122.6434118,American (Traditional),Ankeny Tap & Table,"['delivery', 'pickup']",194,4.5,2,455
1137,-122.6434118,Mexican,Matador East Portland,"['delivery', 'pickup']",569,3.5,2,200
1138,-122.6633379,Pizza,Mt. Hood Brewing Co. - Tilikum Station,"['pickup', 'delivery']",103,4.0,2,137
1139,-122.6633379,Boat Charters,Portland Spirit Cruises and Events,[],338,3.5,3,97
1140,-122.6633379,Breweries,Ground Breaker Brewing,"['pickup', 'delivery']",252,4.0,2,422
1141,-122.6633379,Italian,Bocci's on 7th,"['pickup', 'delivery']",149,4.5,2,593
1142,-122.6633379,Mexican,Aprisa Mexican Cuisine,"['pickup', 'delivery']",254,4.0,1,417
1143,-122.6633379,American (New),Theory Eatery At OMSI,[],72,3.5,2,264
1144,-122.6633379,Coffee & Tea,7th Street Espresso,['delivery'],12,4.5,1,376
1145,-122.6633379,Mexican,Taqueria Pardos,[],14,4.0,1,515
1146,-122.6363119,Cuban,CUBO de cuba,"['delivery', 'pickup']",508,4.0,2,211
1147,-122.6363119,Thai,Khao Moo Dang,"['delivery', 'pickup']",260,4.5,2,270
1148,-122.6363119,Poke,SeaSweets Poke,"['delivery', 'pickup']",340,4.5,2,176
1149,-122.6363119,Coffee & Tea,Tōv,['delivery'],608,4.5,2,309
1150,-122.6363119,Sports Bars,Claudia's Sports Pub,['delivery'],118,3.5,1,137
1151,-122.6363119,Greek,Bluto's,[],121,4.5,2,474
1152,-122.6363119,Thai,Rukdiew Cafe,"['delivery', 'pickup']",111,4.5,2,530
1153,-122.6363119,Breakfast & Brunch,The Hazel Room,"['delivery', 'pickup']",453,4.0,2,411
1154,-122.6363119,Sri Lankan,Mirisata,"['delivery', 'pickup']",138,4.5,2,591
1155,-122.6363119,Bakeries,Grand Central Bakery,['delivery'],246,4.5,1,492
1156,-122.6363119,Bars,Sweet Hereafter,['delivery'],486,4.0,2,671
1157,-122.6363119,Coffee & Tea,Coava Coffee Roasters,['delivery'],147,4.0,1,183
1158,-122.6363119,Middle Eastern,TarBoush Lebanese Bistro & Bar,"['delivery', 'pickup']",336,4.0,2,375
1159,-122.6363119,Bars,Bare Bones Cafe & Bar,"['delivery', 'pickup']",243,4.0,2,479
1160,-122.6363119,Food Trucks,La Morenita,['delivery'],65,4.5,1,307
1161,-122.6363119,Pizza,Straight From New York Pizza,"['delivery', 'pickup']",360,4.0,1,671
1162,-122.6363119,Thai,Mai Thai Portland ,"['delivery', 'pickup']",214,3.5,2,519
1163,-122.6363119,Pizza,Rovente Pizzeria,['delivery'],156,4.0,1,405
1164,-122.6363119,Seafood,Batterfish,"['delivery', 'pickup']",58,4.5,2,681
1165,-122.6363119,Vegan,Daily Fuel,['delivery'],70,4.0,2,685
1166,-122.6514316,Modern European,Swiss Hibiscus,['delivery'],565,5.0,2,44
1167,-122.6514316,American (New),Tin Shed Garden Cafe,['delivery'],1928,4.5,2,48
1168,-122.6514316,Sushi Bars,Bamboo Sushi,"['pickup', 'delivery']",260,4.0,2,17
1169,-122.6514316,Thai,Hat Yai,['delivery'],649,4.5,2,458
1170,-122.6514316,American (New),Radio Room,['delivery'],769,3.5,2,225
1171,-122.6514316,Sandwiches,Fuel Cafe,"['pickup', 'delivery']",372,4.0,2,75
1172,-122.6514316,Italian,Gumba,"['pickup', 'delivery']",431,4.5,2,330
1173,-122.6514316,Bakeries,Petite Provence,"['pickup', 'delivery']",1394,4.5,2,409
1174,-122.6514316,Vegan,The Bye and Bye,['delivery'],914,4.0,2,294
1175,-122.6514316,Coffee Roasteries,Case Study Coffee,['delivery'],204,4.5,1,35
1176,-122.6514316,Vietnamese,Dolicious,['delivery'],111,4.5,1,149
1177,-122.6514316,Gastropubs,Grain & Gristle,['delivery'],491,4.0,2,415
1178,-122.6514316,Dive Bars,Donnie Vegas,['delivery'],95,4.0,1,158
1179,-122.6514316,Barbeque,Podnah's Pit Barbecue,"['pickup', 'delivery']",1559,4.0,2,476
1180,-122.6514316,Chinese,Yang‘s Noodle,"['pickup', 'delivery']",192,4.0,2,242
1181,-122.6514316,Chicken Wings,Alberta Street Market,['delivery'],107,4.5,1,387
1182,-122.6514316,Beer Bar,Alberta Street Pub,"['pickup', 'delivery']",161,4.0,2,259
1183,-122.6514316,Mexican,La Taq,"['pickup', 'delivery']",234,4.0,2,467
1184,-122.6514316,Wine Bars,Les Caves: A Winery Bar,[],78,4.5,3,311
1185,-122.6514316,Sushi Bars,Zilla Sake,['delivery'],306,4.0,2,376
1186,-122.6554307,American (New),Radio Room,['delivery'],769,3.5,2,88
1187,-122.6554307,Vegan,The Bye and Bye,['delivery'],914,4.0,2,29
1188,-122.6554307,Chicken Wings,Alberta Street Market,['delivery'],107,4.5,1,76
1189,-122.6554307,Beer Bar,Alberta Street Pub,"['delivery', 'pickup']",161,4.0,2,56
1190,-122.6554307,Modern European,Swiss Hibiscus,['delivery'],565,5.0,2,312
1191,-122.6554307,American (New),Tin Shed Garden Cafe,['delivery'],1928,4.5,2,355
1192,-122.6554307,Acai Bowls,Carioca Bowls,"['delivery', 'pickup']",244,4.5,2,115
1193,-122.6554307,Cocktail Bars,Keys Lounge,"['delivery', 'pickup']",105,4.5,2,548
1194,-122.6554307,Dive Bars,Donnie Vegas,['delivery'],95,4.0,1,153
1195,-122.6554307,Gastropubs,Grain & Gristle,['delivery'],491,4.0,2,573
1196,-122.6554307,Tacos,Pig Patas Tacos,"['delivery', 'pickup']",205,4.5,2,574
1197,-122.6554307,Sushi Bars,Bamboo Sushi,"['delivery', 'pickup']",260,4.0,2,326
1198,-122.6554307,Ethiopian,Bole Restaurant,['delivery'],155,4.5,2,68
1199,-122.6554307,Turkish,PDX Dönerländ,['delivery'],116,4.5,1,502
1200,-122.6554307,Ethiopian,Aberus Ethiopian Restaurant,[],150,4.5,2,552
1201,-122.6554307,Vietnamese,Dolicious,['delivery'],111,4.5,1,460
1202,-122.6554307,Sandwiches,Fuel Cafe,"['delivery', 'pickup']",372,4.0,2,383
1203,-122.6554307,Food Trucks,The Original Halibuts,"['delivery', 'pickup']",138,4.5,2,514
1204,-122.6554307,Food Trucks,Bella's Cravings,"['delivery', 'pickup']",80,5.0,2,501
1205,-122.6554307,Performing Arts,Curious Comedy Theater,[],116,4.5,1,528
1206,-122.6619177,Thai,Nong's Khao Man Gai,"['pickup', 'delivery']",2100,4.5,2,238
1207,-122.6619177,Japanese,Wa Kitchen Kuu,['delivery'],162,4.5,2,34
1208,-122.6619177,Wine Bars,Canard,[],406,4.5,2,326
1209,-122.6619177,French,Le Pigeon,['delivery'],1308,4.5,3,327
1210,-122.6619177,Sushi Bars,Mirakutei Sushi & Ramen ,"['delivery', 'pickup']",612,4.0,2,174
1211,-122.6619177,Cocktail Bars,Pacific Standard,[],36,4.0,2,38
1212,-122.6619177,Ramen,Kinboshi Ramen,['delivery'],732,4.0,2,238
1213,-122.6619177,Pizza,Sizzle Pie,"['pickup', 'delivery']",1094,4.0,1,240
1214,-122.6619177,Chinese,Bao Bao,"['pickup', 'delivery']",346,4.5,2,153
1215,-122.6619177,Cocktail Bars,Scotch Lodge,['delivery'],139,4.5,2,467
1216,-122.6619177,Coffee & Tea,Ranger Chocolate,['delivery'],246,4.5,2,60
1217,-122.6619177,Breakfast & Brunch,Hey Love,[],315,4.0,2,452
1218,-122.6619177,Donuts,Delicious Donuts,"['pickup', 'delivery']",310,4.5,1,175
1219,-122.6619177,Tapas Bars,Bar Casa Vale,['delivery'],210,4.0,3,468
1220,-122.6619177,Wineries,Coopers Hall,"['pickup', 'delivery']",148,4.5,2,460
1221,-122.6619177,French,C'est Si Bon! Bistro+Vins,['delivery'],157,4.5,2,269
1222,-122.6619177,Thai,Thai Champa,['delivery'],374,4.5,1,437
1223,-122.6619177,Sandwiches,Snappy’s,"['pickup', 'delivery']",89,4.5,2,238
